musicId,Arousal(mean),Valence(mean),Arousal(std),Valence(std)
786,0.58469318181818,0.5134715909090899,0.16425474413956195,0.172139547080599
788,0.7335624999999999,0.6995833333333331,0.13471156666144565,0.15496738681779532
789,0.31482954545455,0.4470909090909101,0.15480256137916404,0.17929621736843313
790,0.7275113636363603,0.7115454545454503,0.12371691817875495,0.13922203699542296
791,0.7905000000000002,0.7446249999999998,0.12106204896509802,0.15091278509185302
792,0.7735530303030265,0.7214545454545401,0.12926724601340764,0.15680450425866466
793,0.6991931818181798,0.7074318181818201,0.13888807729180097,0.15342538828972804
794,0.6067613636363599,0.59923863636364,0.16014076449880688,0.16430586219614693
796,0.6716041666666667,0.6178750000000001,0.14013827468236237,0.16245480927062927
797,0.7069545454545402,0.6801931818181801,0.13064683858961595,0.16253872881519196
798,0.7486695075757664,0.70322727272727,0.12495413949027963,0.1542903416211541
799,0.74538636363636,0.7073238636363598,0.13258084713679089,0.16101427228552798
801,0.4013674242424334,0.41841666666666666,0.17573982720196163,0.1740361203497259
803,0.7006136363636398,0.6636988636363601,0.1444809609712,0.16460263871363104
804,0.7832471590909199,0.7377840909090797,0.12557652199005698,0.1510331765154205
806,0.5913106060606131,0.5436505681818198,0.1522181317717255,0.1696424748188585
807,0.34437499999999976,0.39867045454546,0.17274192834359708,0.17302152047575092
808,0.39579545454545006,0.39607954545455004,0.18216649097562093,0.16374693646363692
809,0.34642045454545006,0.47561363636365017,0.166145721304759,0.17800009909747705
810,0.38436363636363,0.49136931818183,0.16258257994521194,0.181904077939394
812,0.7888409090909099,0.6961458333333336,0.11613635905684898,0.15912134250512266
813,0.5257499999999999,0.5407784090909099,0.1639258390537969,0.17084061292287306
814,0.5542159090909097,0.60581818181818,0.157654322430821,0.15778551130765292
815,0.3529545454545501,0.45140909090908976,0.16299821745229007,0.17853088418495794
816,0.35139772727274005,0.4572727272727301,0.158340605155339,0.17710628692456695
818,0.3474999999999999,0.39312499999999995,0.16543515919406698,0.166643471535791
820,0.6400113636363598,0.6235113636363601,0.15507286727765796,0.16104375683273797
821,0.7878750000000098,0.7323636363636403,0.12177843706322695,0.15007742746836095
823,0.61421590909091,0.5762840909090899,0.15250412551974,0.163461306243828
824,0.8171761363636398,0.733007575757577,0.11435083312459392,0.14838340709422337
825,0.5367840909090998,0.5382386363636397,0.15957032534549193,0.16446405652678095
827,0.58815909090909,0.6203522727272699,0.15167380478869305,0.14779153467059292
828,0.6833920454545401,0.62800568181818,0.14825372735526998,0.17287325440371004
829,0.7688636363636402,0.7098409090909098,0.12238830807538102,0.16280390195451197
830,0.7398068181818306,0.6851068181818201,0.131959127315897,0.16268772536250098
831,0.7334772727272805,0.7069924242424231,0.12960497667827492,0.15757512877750063
832,0.8094204545454698,0.7528522727272702,0.11641362990078895,0.14928261831765796
833,0.8148068181818104,0.74373863636365,0.11957018158072494,0.161339250686252
834,0.8281761363636403,0.7426136363636501,0.1149831313128029,0.15817597919655307
835,0.76602840909091,0.7042130681818102,0.12197562984896679,0.15326446532304633
836,0.8195681818181899,0.7412916666666763,0.12050065264397432,0.1514921365145767
837,0.7244886363636399,0.6967159090909101,0.136843415185087,0.15655161098620693
839,0.7627386363636401,0.72567045454545,0.12720016570061968,0.15909265017860727
842,0.61913636363636,0.58326136363636,0.16186421001818796,0.167684955002141
844,0.7913368506493542,0.7230113636363602,0.12058472726696894,0.15817870083586072
846,0.7723181818181801,0.6927007575757564,0.12147192471853631,0.16716312610695458
847,0.6764886363636401,0.6373181818181798,0.14509659453121102,0.15807660562069897
848,0.7291363636363699,0.6755776515151534,0.13025578607031965,0.16237164159539527
850,0.7166609848484871,0.6621903409091001,0.13740245832750728,0.16578620162126587
851,0.6048977272727399,0.58062500000001,0.15466131576711992,0.17211587928246597
852,0.4496553030302964,0.5132424242424333,0.17795460423569134,0.18738715194495206
853,0.5975075757575771,0.5878617424242432,0.15232236564424928,0.16330026126356206
854,0.8302045454545499,0.7557537878787831,0.11874183504525498,0.14863689504579372
855,0.8363046536796507,0.7642045454545497,0.11304593717542694,0.15588022870086404
857,0.6072840909090901,0.5013409090909101,0.16313086050742687,0.16783584141549399
858,0.7071477272727199,0.66527272727272,0.13239477475925798,0.154616768942647
859,0.5995113636363598,0.5771363636363599,0.160177963391667,0.16818848927619598
860,0.65340909090908,0.6041590909090802,0.15535411759440199,0.16149513236718097
861,0.8324545454545503,0.7219090909090901,0.12146427804083533,0.1579376665323878
862,0.8061590909091002,0.7309356060606033,0.12403490859753093,0.16176767503450618
863,0.60240909090909,0.5919772727272699,0.14887406168135597,0.15396644023250297
864,0.4698181818182002,0.4050227272727398,0.18174726299312893,0.17732376016418608
865,0.8077500000000002,0.7275499999999998,0.122513042272677,0.15687998291340907
868,0.5759999999999996,0.6104204545454598,0.15830030056690497,0.16502836913320895
869,0.6238750000000102,0.6102613636363599,0.14082221676856796,0.14796065447224005
870,0.7353125000000005,0.6712168560606034,0.12315036462495213,0.16121392400432735
871,0.766375,0.7119507575757563,0.12516635713078497,0.15798540885532034
876,0.7472613636363599,0.6893920454545401,0.13706275439713397,0.15379401670904702
879,0.38779545454545006,0.4831306818181901,0.16564014887841697,0.180939247496945
880,0.71456818181818,0.67505681818182,0.14076848432115902,0.15542872613302097
881,0.5562272727272801,0.5304318181818198,0.16119148765312402,0.15878041738795698
882,0.8111704545454604,0.72895454545455,0.11070459432177293,0.16003615252870002
883,0.84096590909091,0.7419431818181802,0.109759238447194,0.15257093246094297
884,0.5901590909090899,0.6114545454545501,0.16108134511299885,0.16684437914453196
885,0.47650757575759684,0.4655946969697034,0.16883079833891032,0.17690046350577188
886,0.49987500000000007,0.5536249999999999,0.16242914435366793,0.16376724507156598
888,0.6392727272727199,0.6371477272727202,0.15094884063131692,0.15967409674060198
889,0.81,0.73181818181818,0.1145109590300233,0.14803141277841064
890,0.7317454545454602,0.6605562500000002,0.12784633229939552,0.16327551258723996
892,0.7928522727272801,0.7322613636363597,0.12249782988801927,0.15860399442245765
894,0.3533863636363899,0.42736363636362995,0.157767737425158,0.17344398519453097
895,0.6403181818181801,0.61627272727273,0.1525241494832169,0.15794568312921994
896,0.73610227272728,0.7188068181818197,0.13339849274659296,0.146935239893074
897,0.4931022727272799,0.5312954545454599,0.16970470456323297,0.16302762845711607
900,0.66094318181818,0.63205681818182,0.149562998412319,0.162675424165673
903,0.77155681818184,0.7297954545454598,0.12235759388432293,0.152870513096862
904,0.5731022727272701,0.57428409090909,0.150931399957524,0.15464672978025998
905,0.64269318181818,0.61296590909091,0.14132310120424005,0.15636749525350693
906,0.3911590909091099,0.47238636363636993,0.15971996526506502,0.17407591048087503
907,0.4298409090909102,0.46178409090908984,0.17305667211679798,0.17359606166540195
908,0.7952992424242433,0.7056590909090902,0.11330668490086734,0.16523927257908633
909,0.7971136363636302,0.7322499999999998,0.12505778536539494,0.15261966190886803
911,0.41857954545455006,0.4893409090909098,0.16909184587367393,0.174324892222132
913,0.37774999999999986,0.4188749999999999,0.16580995412867508,0.17287099428774597
915,0.5856249999999998,0.57057954545455,0.16298844123285502,0.17042699970780695
916,0.39226136363636,0.46235227272727997,0.164293662651864,0.1700740613546601
917,0.7552402597402645,0.7297916666666666,0.13481102746657622,0.1517835001795347
918,0.4548750000000099,0.5330681818181898,0.16276884724419793,0.16422516158222597
919,0.6066704545454499,0.62357954545455,0.14055380279432497,0.153081422739213
921,0.7579431818181598,0.6859176136363601,0.1242683139152925,0.15969725050017297
922,0.76082386363636,0.7162215909090901,0.13090117466981696,0.15331123911396902
924,0.5956477272727299,0.5805909090909098,0.15852280961476192,0.17388665611087403
925,0.6194659090909096,0.61247727272727,0.15682067567164198,0.17189666450089103
926,0.3498522727272801,0.4488863636363602,0.15496093521572007,0.17433541276719694
927,0.6331818181818301,0.6113333333333432,0.15004429401285663,0.15666624978878432
928,0.6441250000000099,0.6027159090909201,0.147059699498022,0.15830966196041193
929,0.49504166666666677,0.49935606060607357,0.1621642494647673,0.17254720257925904
931,0.45077272727273,0.4759659090909101,0.169756523916739,0.17312683764333106
932,0.5986931818181901,0.59115909090909,0.14898823945513795,0.15882367234171793
933,0.7971931818181901,0.71424545454545,0.11543982699145165,0.16181905954093126
934,0.6052045454545499,0.5658825757575767,0.15423477756211632,0.1516733603783476
935,0.49152272727272994,0.47897727272726986,0.162424848207569,0.16471069592562299
936,0.396375,0.4517954545454599,0.17248443003294295,0.17383200860703515
937,0.7372499999999994,0.6845,0.13202513260134197,0.15683333194763993
938,0.7747784090909097,0.7062083333333335,0.13169656441257163,0.15867286224157895
939,0.7788750000000002,0.7226477272727198,0.12061751387319103,0.15531796936120204
