song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
837,0.725,0.7375,0.122474487139,0.117924764151,0.6943840909090802,0.7687954545454698,0.164709095290853,0.12737139523117696,0.6066818181818198,0.6256363636363599,0.14564664693383902,0.148306777070467
946,0.4,0.425,0.24874685927700002,0.251246890528,0.4598749999999999,0.3553749999999999,0.18191783586748503,0.161113309112934,0.46655681818182,0.35168181818182,0.17791971941725496,0.16265164290757
160,0.8125,0.825,0.0838525491562,0.1,0.6228863636363703,0.6164090909090898,0.16714831190075097,0.1573878755245449,0.6619545454545505,0.6778749999999998,0.16412524832910294,0.14836642588027193
436,0.35,0.25,0.19202864369699998,0.136930639376,0.5044772727272699,0.5437954545454601,0.17235257013892702,0.164453659366509,0.5063375000000001,0.5378249999999999,0.17006466489322897,0.17193768635557294
203,0.6875,0.775,0.115244305716,0.122474487139,0.4689204545454499,0.42511363636364,0.17150622242406705,0.16876440816775695,0.4692575757575767,0.42444318181821006,0.16530369726507693,0.17385927361869655
212,0.6,0.6625,0.165831239518,0.125623445264,0.5359772727272704,0.55165909090909,0.16358592134936703,0.15712313516652496,0.5164681818181798,0.5120409090909098,0.16113044157281992,0.16946791761990293
417,0.775,0.8625,0.175,0.117924764151,0.7067803030303064,0.73429545454546,0.1573081343964706,0.14218458704812126,0.7031647727272698,0.71743181818182,0.15167842846610202,0.13273659946657798
123,0.4875,0.3125,0.141972708645,0.139754248594,0.4138863636363599,0.46997727272728007,0.18200526261915795,0.1764622783668011,0.4484280303030268,0.4853522727272701,0.17543107712799902,0.16823770670500263
771,0.5625,0.425,0.160565407233,0.217944947177,0.7542840909091002,0.8076477272727298,0.143604670565875,0.11865567861797893,0.7388295454545498,0.7959867424242428,0.15161443930959237,0.12458646839977726
147,0.65,0.55,0.134629120178,0.160078105936,0.4341249999999999,0.50225,0.17647512890886094,0.18034371848627095,0.50627272727273,0.5979318181818298,0.16375744757656704,0.16695499076567796
869,0.5125,0.45,0.18071040368500002,0.12747548784,0.7025113636363605,0.7787585227272703,0.16093077637059744,0.12525771254342996,0.6527272727272698,0.68739772727273,0.15503814594989504,0.13396257451181104
563,0.6875,0.7375,0.170018381359,0.18071040368500002,0.49119318181818,0.5333409090909099,0.16449782877652303,0.16479217388847903,0.47047727272727036,0.49770454545454024,0.16132800967490707,0.16523974547745005
560,0.5125,0.6625,0.31349840510000004,0.185825859341,0.68185511363636,0.71479261363636,0.15644290358881943,0.1291614142584815,0.67646875,0.6832670454545499,0.157258447336074,0.14430120645969846
792,0.625,0.85,0.14790199457699998,0.075,0.42237500000000006,0.3984659090909202,0.164075723193469,0.17314212840089904,0.4252499999999999,0.36912500000000004,0.1807491768727359,0.16960998056200904
632,0.6875,0.8625,0.100778221854,0.117924764151,0.4663579545454501,0.4841363636363701,0.17226724088189002,0.17234893482226898,0.4358181818181799,0.45403409090909996,0.17184359050392103,0.18126040059348797
445,0.4625,0.5875,0.256478556609,0.201943680268,0.6688352272727198,0.7370340909090797,0.15953316871130202,0.13800266886871113,0.6457727272727197,0.7085227272727198,0.153057272524857,0.14277371163039707
197,0.4375,0.3375,0.211024287702,0.243990266199,0.49359090909092,0.37594318181817,0.17982451789427104,0.16242452346006797,0.48189772727272984,0.37219318181819,0.1817739118117099,0.15492591235530898
846,0.5375,0.925,0.256478556609,0.0829156197589,0.6929090909090903,0.8774999999999994,0.17392980182584997,0.09306656055863781,0.695875,0.8816249999999993,0.17105634037246087,0.09141885484295088
685,0.7375,0.625,0.233519271153,0.11180339887499999,0.5576420454545502,0.59401136363637,0.17406498699695103,0.151406421781255,0.5631250000000001,0.589125,0.15983246193255404,0.15526239090754898
46,0.575,0.8375,0.225,0.125623445264,0.42112500000000014,0.3721590909090897,0.1694010309143239,0.159887473161636,0.43542897727272994,0.36264204545455003,0.17632279724286143,0.1622696408903531
609,0.5125,0.4375,0.152581945197,0.269548233161,0.5486704545454599,0.51919318181818,0.1652353502310231,0.15659935051194798,0.5073522727272699,0.47931818181819014,0.170341586381034,0.168216595256327
21,0.775,0.8625,0.15612494995999998,0.117924764151,0.7306363636363601,0.80956818181819,0.15565175621075097,0.12101072377829199,0.7523750000000102,0.8228272727272795,0.13846452474542795,0.11158064219072958
105,0.3875,0.275,0.1625,0.122474487139,0.5431250000000098,0.46242045454545017,0.17367330367862202,0.16161684044091598,0.6101249999999901,0.5768977272727297,0.16984999539431692,0.15417947128720302
835,0.6125,0.6625,0.117924764151,0.1125,0.42171590909090995,0.40220454545455003,0.171550947135181,0.1710805713497959,0.45619318181818,0.44577272727272993,0.17304863409593998,0.172033326608237
9,0.2875,0.45,0.158607219256,0.20310096011599998,0.60441477272727,0.5316477272727398,0.15390022353690092,0.153455066593357,0.6145681818181798,0.5783409090909101,0.15345008716218494,0.14892016376026798
466,0.7375,0.65,0.130503831361,0.18371173070900002,0.6890937499999997,0.7505681818181905,0.16425354012668206,0.1284133709728354,0.7150454545454501,0.7316136363636402,0.153936030422793,0.13034573894127802
257,0.3125,0.4125,0.115244305716,0.185825859341,0.7193295454545401,0.8019886363636397,0.15062296246702797,0.11204777194149401,0.70796590909091,0.75932954545455,0.15730625139378496,0.13180445147352793
673,0.2,0.5125,0.139194109071,0.18915932438000002,0.4469318181818301,0.37082954545455005,0.16693178708631698,0.16098018010653792,0.4439999999999999,0.4052499999999999,0.17655485399483595,0.16422295426625996
119,0.6625,0.4875,0.1125,0.117924764151,0.6112500000000002,0.6413749999999999,0.16636478808643992,0.14782872831612204,0.54775,0.5297499999999998,0.16064550148073103,0.15265542520435293
