song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
458,0.7375,0.75,0.117924764151,0.11180339887499999,0.6688295454545502,0.7001363636363698,0.158716914518923,0.135735120741299,0.6268863636363601,0.65777272727272,0.15966244321551398,0.13334262841598993
790,0.725,0.6875,0.10897247358899999,0.115244305716,0.45778409090908995,0.4872045454545498,0.17208496168965096,0.1801831695383009,0.6112500000000001,0.6606249999999999,0.16914411586414996,0.15653183031977594
760,0.7375,0.7875,0.2125,0.1125,0.66392045454545,0.7534659090909099,0.1597203856544741,0.12713012039941896,0.6891363636363701,0.7434090909090901,0.16416759739522002,0.13303200852366398
402,0.6875,0.85,0.160565407233,0.075,0.45543181818181977,0.52239772727274,0.16769438285429,0.17260695015746103,0.4992499999999998,0.5521931818181798,0.16967566112553797,0.169274491174139
4,0.2875,0.2625,0.158607219256,0.152581945197,0.7327840909090902,0.8264999999999999,0.15253495192077854,0.10433564616966999,0.74819318181819,0.8303977272727299,0.156604174441166,0.11497043670125397
239,0.6875,0.625,0.170018381359,0.19364916730999998,0.70351136363636,0.7424886363636404,0.148071949102362,0.12957306557625595,0.6465795454545501,0.7016704545454597,0.160524433028511,0.13401575599360696
361,0.55,0.6125,0.139194109071,0.117924764151,0.6308750000000001,0.65375,0.1505300242668869,0.14289789698915695,0.6557613636363699,0.67872727272727,0.16772103017134904,0.15203099558814792
158,0.7875,0.725,0.0976281209488,0.0935414346693,0.6598863636363599,0.6915909090909103,0.15677277458490005,0.13533469446646998,0.6823863636363596,0.7245113636363599,0.167256131920787,0.13721298431517492
146,0.7375,0.6625,0.0673145600892,0.158607219256,0.4933749999999999,0.5228181818181802,0.16248839252500896,0.16860399511878707,0.56056818181818,0.6401477272727302,0.169521685208013,0.16047075579449088
89,0.75,0.6875,0.136930639376,0.128086884574,0.72469318181818,0.7983068181818198,0.15989681733015995,0.11784140029720198,0.7181136363636397,0.78242045454546,0.14569188696339003,0.12332188193831098
740,0.75,0.7954545454549999,0.184637236469,0.110174542214,0.6673750000000002,0.70413636363636,0.155075196870956,0.13630048496530592,0.6972499999999999,0.75196590909091,0.157925924313544,0.13711862446817796
92,0.575,0.65,0.210653744329,0.19202864369699998,0.6187159090909099,0.66947727272728,0.17071621400296397,0.14419009518150397,0.6156439393939369,0.68240909090909,0.1716626829764364,0.14334293015811894
622,0.675,0.8125,0.139194109071,0.115244305716,0.72721590909092,0.77876704545455,0.15354487302986003,0.12383836250326391,0.7297727272727299,0.7919204545454602,0.14852781757259703,0.12258735649948399
355,0.325,0.45,0.178535710714,0.251246890528,0.7159090909090999,0.7909318181818199,0.16544119992057105,0.11965398039151703,0.7155227272727199,0.78547727272728,0.162683438417694,0.120192773204314
692,0.5125,0.5,0.21972994789099998,0.22360679774999997,0.6040909090909102,0.6158749999999997,0.162768374748866,0.15473014359159898,0.60063636363637,0.58682954545455,0.176122676061099,0.15461881334862693
188,0.4,0.3125,0.165831239518,0.21830311495700008,0.6986704545454601,0.7219772727272799,0.14662460235642003,0.130352469943807,0.70086363636364,0.7171136363636401,0.15210865389549,0.12341369338487192
