song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
113.0,0.7125,0.75,0.14842927,0.1118034,0.72510535,0.82429767,0.16193551,0.11465464,0.55658174,0.5922414,0.14262722,0.1397062
816.0,0.425,0.3,0.24494897,0.17853571,0.39453173,0.357127,0.17078924,0.16864412,0.51556367,0.52823263,0.1418682,0.14196546
26.0,0.7625,0.825,0.0875,0.12747549,0.69807804,0.7490153,0.16373931,0.14341223,0.58228016,0.6183509,0.1428705,0.13628602
32.0,0.3875,0.575,0.15258195,0.12747549,0.69131386,0.76593536,0.15932606,0.13679752,0.5821285,0.6076369,0.14418796,0.14825031
992.0,0.3625,0.4625,0.19724667,0.2375,0.4016986,0.3598235,0.17344852,0.16384053,0.52309734,0.56402206,0.13642448,0.14478481
332.0,0.725,0.7625,0.19202864,0.13050383,0.70944375,0.7940705,0.15857996,0.1275676,0.56435853,0.5992392,0.14665431,0.13016307
432.0,0.4,0.375,0.108972475,0.15811388,0.39570335,0.3507298,0.17001903,0.1608097,0.4265278,0.42611697,0.13792744,0.13967271
946.0,0.4,0.425,0.24874686,0.2512469,0.5329318,0.5570856,0.1739354,0.16349038,0.55334264,0.5885831,0.13996854,0.13623174
192.0,0.5375,0.9375,0.2853178,0.0625,0.64262146,0.7191621,0.13994224,0.117913164,0.59070414,0.6285696,0.13621184,0.14378478
15.0,0.6625,0.6125,0.1375,0.1625,0.70917207,0.7847464,0.16277444,0.13948216,0.62153316,0.6687761,0.15008938,0.12654552
837.0,0.725,0.7375,0.122474484,0.117924765,0.69865954,0.7990094,0.16285208,0.124844246,0.5970513,0.6348155,0.14288647,0.1393045
876.0,0.775,0.775,0.15612495,0.18371174,0.74465686,0.8327577,0.15699872,0.116526656,0.53973675,0.589171,0.14489141,0.12777677
143.0,0.625,0.5625,0.18540496,0.2321772,0.70310444,0.7879229,0.15678836,0.13233851,0.58882016,0.62816405,0.14546964,0.12307207
257.0,0.3125,0.4125,0.11524431,0.18582585,0.49633598,0.5032684,0.16843766,0.17472157,0.5540947,0.588389,0.14487919,0.1256082
86.0,0.725,0.7,0.1457738,0.15,0.74048036,0.81360835,0.15425378,0.121665426,0.50502104,0.5139644,0.1471739,0.1325831
666.0,0.7,0.675,0.19525625,0.08291562,0.68493265,0.7637835,0.16370821,0.14179693,0.59905946,0.64912146,0.14267103,0.1302508
411.0,0.6375,0.175,0.2875,0.11456439,0.4294489,0.38814124,0.17806172,0.17293964,0.5854221,0.6213933,0.14830256,0.12902212
