song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
861,0.7625,0.7625,0.152581945197,0.141972708645,0.721125,0.7919545454545499,0.15809941678237302,0.12413831283468003,0.7122727272727302,0.7845909090909102,0.15268168614115105,0.11639290755921804
708,0.5875,0.6625,0.2375,0.1375,0.5633409090909098,0.553875,0.16688236374295506,0.16665703641738497,0.5665909090909101,0.5822500000000002,0.16191934222742202,0.16121370400742105
285,0.525,0.5125,0.175,0.171846588561,0.6867999999999997,0.7453795454545497,0.15993674456948484,0.13244681921351195,0.6104204545454598,0.66370454545456,0.17163661909455002,0.15263408359785197
650,0.5375,0.6375,0.0800390529679,0.141972708645,0.42979545454546,0.33438636363635993,0.18177455189640207,0.149740504093156,0.44449715909091,0.37289204545455007,0.17595702007465536,0.16244231227372502
905,0.575,0.475,0.217944947177,0.22912878474800005,0.4126250000000002,0.34635227272728997,0.16372657439085303,0.15839115869139803,0.4684090909090998,0.4013636363636401,0.1769883324333419,0.16054680434259705
468,0.7875,0.7625,0.125623445264,0.0875,0.45151136363638,0.50222727272729,0.1693133970799189,0.17945165210163888,0.47525000000001005,0.5117840909090999,0.16787309637944797,0.18340149504280398
192,0.5375,0.9375,0.285317805263,0.0625,0.4597613636363699,0.3882045454545501,0.1799361966706501,0.16390312235652904,0.5232045454545498,0.44485227272727024,0.17770691595030988,0.16421097985663896
659,0.375,0.3875,0.185404962177,0.18071040368500002,0.5963522727272803,0.54930681818183,0.159769415690166,0.16477185860725696,0.5930416666666668,0.5483522727272802,0.155792395864545,0.1680125765239456
492,0.7875,0.9,0.158607219256,0.10897247358899999,0.37460227272728,0.3761477272727399,0.1671707219673679,0.16668223688480996,0.4098522727272798,0.40186363636364014,0.17306828094412402,0.17498330423279007
965,0.5375,0.5,0.27978786606999995,0.295803989155,0.73684659090909,0.8223465909090999,0.1553009196417139,0.111741483137781,0.72601136363636,0.7759090909091,0.15834751375175496,0.12272465276753891
191,0.825,0.7625,0.11456439237400001,0.0875,0.6861363636363701,0.7660852272727301,0.16629622917277803,0.13871787531453497,0.58454545454546,0.62796590909091,0.16396883195466305,0.15458697909492694
981,0.6,0.8,0.242383992871,0.11456439237400001,0.49781818181818976,0.5259659090909097,0.174129357698788,0.17027890528828193,0.5168181818181999,0.5598636363636601,0.165055501934399,0.15769204732360692
138,0.5875,0.6625,0.2375,0.274146402493,0.4784431818181899,0.52986363636365,0.16922397694737804,0.17896539173746792,0.4761363636363697,0.5053750000000001,0.177532044808345,0.173805676009065
510,0.825,0.7125,0.160078105936,0.17721808598400002,0.5132045454545598,0.50984090909092,0.16776551563074002,0.170056194393228,0.5339772727272699,0.5276363636363698,0.16745666883722585,0.17386151960737803
525,0.275,0.2375,0.2,0.152581945197,0.59263636363637,0.6031477272727398,0.1752100008452041,0.16072630858208892,0.6505795454545498,0.68371590909092,0.15538785712732592,0.14257672495292595
732,0.6125,0.6375,0.141972708645,0.141972708645,0.4761704545454697,0.47201136363639,0.17603971522681705,0.17480521590302897,0.39852272727272997,0.37267045454546993,0.17091355112347595,0.16840603302929005
407,0.5625,0.7875,0.139754248594,0.0800390529679,0.6814318181818199,0.7328181818181799,0.156605474520605,0.13375692700461905,0.6959090909091,0.7756136363636501,0.15266770582118197,0.127514827915147
907,0.5625,0.5,0.1875,0.185404962177,0.5734687500000001,0.6009715909091099,0.16735154168448851,0.15353010633090197,0.5420795454545501,0.5149659090909102,0.16927788105952105,0.15868532795534895
231,0.55,0.5375,0.11456439237400001,0.1375,0.7145113636363601,0.7897272727272805,0.151557833766032,0.12481966381639495,0.7281856060606136,0.7918522727272702,0.14826061096871324,0.11973481820407562
436,0.35,0.25,0.19202864369699998,0.136930639376,0.5586022727272699,0.5592045454545499,0.16304311548761297,0.16038549927419296,0.5458977272727299,0.5675113636363599,0.164546791017096,0.16131052204034999
889,0.75,0.8375,0.158113883008,0.1125,0.4356704545454598,0.51713636363636,0.18101673117972003,0.18479986077460406,0.47329545454546,0.51438636363636,0.17726734508240802,0.17790440090554907
555,0.6875,0.7625,0.203485257451,0.103832798286,0.50089772727274,0.47475000000003,0.1629836574972639,0.16697427260263503,0.5400000000000003,0.5727499999999999,0.17366058873307588,0.16362705998934896
257,0.3125,0.4125,0.115244305716,0.185825859341,0.6787499999999995,0.6926249999999997,0.15703759424222194,0.13494350063371197,0.6885729166666664,0.6893645833333336,0.14783949026309895,0.14059368261076016
440,0.2875,0.3,0.158607219256,0.210653744329,0.5688863636363699,0.5613295454545496,0.16591508280611503,0.16036052553099295,0.55057045454546,0.5454045454545499,0.16993728851734702,0.16450632732801204
715,0.525,0.325,0.122474487139,0.160078105936,0.67622727272728,0.7513901515151631,0.16806150081128934,0.13306592268283035,0.6305568181818199,0.7000000000000095,0.17312710526005404,0.14324757510646097
865,0.7875,0.8875,0.0800390529679,0.0875,0.7432727272727198,0.8141931818181901,0.16044457376990198,0.12057449849013194,0.7234431818181899,0.7831818181818301,0.164823384601387,0.12153539220264298
793,0.6375,0.7125,0.152581945197,0.1375,0.51256818181819,0.5556931818181899,0.1755903184586579,0.18384666560877805,0.4343522727272798,0.45579545454545994,0.17575009960065605,0.18156802485480802
341,0.8,0.85,0.11456439237400001,0.10897247358899999,0.7537840909090999,0.8181420454545397,0.15685347385404702,0.11360500303370297,0.7217840909091001,0.7953333333333432,0.16421925319098438,0.12258130641388629
569,0.65,0.7,0.122474487139,0.0829156197589,0.6498295454545497,0.6418863636363699,0.14343809496822194,0.1469903995466349,0.65776136363636,0.6929375,0.15769117610620598,0.13691683431494697
302,0.575,0.5,0.178535710714,0.167705098312,0.7404704545454501,0.8517431818182004,0.15910410392416682,0.10668614476797396,0.7456704545454599,0.8197954545454599,0.15181558210105908,0.11449727978903895
683,0.7375,0.2375,0.21972994789099998,0.103832798286,0.4950000000000003,0.41411363636363974,0.16930795841717608,0.15644102893844594,0.4822954545454599,0.43719318181819,0.173488449264324,0.16428936053953003
757,0.375,0.6625,0.158113883008,0.201943680268,0.5148863636363701,0.4317500000000099,0.174568266952991,0.16569575016531998,0.526125,0.49524999999999997,0.17404096306766698,0.17502310546511995
310,0.675,0.4,0.20310096011599998,0.134629120178,0.6437083333333333,0.7509999999999998,0.169317568184715,0.13107242093172433,0.6976704545454504,0.8036950757575865,0.18054931310957437,0.12306289587309333
863,0.625,0.575,0.11180339887499999,0.160078105936,0.7365,0.8497159090909099,0.15454998926326002,0.10226550536328605,0.72789772727272,0.8304147727272801,0.16208298269378804,0.11306578434902294
853,0.625,0.65,0.158113883008,0.0935414346693,0.7282727272727298,0.8089630681818302,0.1536028428210718,0.1141336925678227,0.7332045454545398,0.8346136363636403,0.14912440311852998,0.1122368406316119
881,0.6,0.5875,0.207665596573,0.148429276088,0.7458863636363602,0.8217272727272806,0.15650645723762072,0.11433047433587032,0.74043181818183,0.8208693181818202,0.16504586617929867,0.11815029592930032
580,0.7875,0.85,0.158607219256,0.10897247358899999,0.6363636363636402,0.6941931818181897,0.16674885553185806,0.13606029046422097,0.6847045454545498,0.7775568181818202,0.15888693483425992,0.12268070394671506
