song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
852.0,0.45,0.4875,0.2915476,0.20501524,0.5207741,0.50216573,0.17941755,0.17654963,0.52551997,0.4791837,0.17231798,0.15507719
386.0,0.5875,0.5625,0.20953818,0.11524431,0.47203198,0.41780704,0.18572044,0.17590553,0.6052493,0.5966477,0.16757075,0.1553582
487.0,0.775,0.8,0.175,0.11456439,0.62624,0.6779743,0.16881117,0.12241893,0.7017625,0.7513066,0.15839869,0.13298516
771.0,0.5625,0.425,0.1605654,0.21794495,0.4476278,0.40049693,0.17615016,0.15866381,0.5225778,0.49512228,0.1604957,0.15582304
368.0,0.575,0.6,0.12747549,0.24874686,0.49907023,0.45366776,0.17812265,0.18091863,0.6232263,0.6194567,0.15884537,0.14719455
427.0,0.7,0.775,0.20310096,0.13462912,0.64736754,0.73189515,0.17192958,0.09937499,0.6565818,0.68114346,0.14991972,0.12949423
814.0,0.7375,0.7125,0.13050383,0.097628124,0.52618235,0.5108593,0.17857352,0.16466354,0.5860398,0.5905737,0.16123782,0.14533786
33.0,0.75,0.6375,0.18540496,0.1625,0.58870715,0.6102158,0.16256799,0.14474261,0.61630535,0.6391766,0.15839551,0.13749276
141.0,0.65,0.5375,0.122474484,0.23082732,0.57303196,0.5360974,0.1675031,0.1542247,0.6354192,0.63749963,0.16766171,0.123639844
234.0,0.4375,0.3875,0.17897277,0.15258195,0.39878917,0.3378174,0.17112896,0.16066918,0.49138203,0.4552399,0.1636176,0.1620182
561.0,0.8875,0.825,0.1807104,0.11456439,0.6823542,0.73106474,0.1761636,0.12428316,0.64348316,0.66211605,0.16989674,0.14307287
562.0,0.6875,0.7375,0.1875,0.13050383,0.6661002,0.6488659,0.15626836,0.13626628,0.6952504,0.7191121,0.16269971,0.12524891
421.0,0.725,0.85,0.13462912,0.15612495,0.6992219,0.7737059,0.15762495,0.110428914,0.6150837,0.61869514,0.17369498,0.15625528
929.0,0.3375,0.6,0.20953818,0.18371174,0.42901033,0.36489108,0.17559421,0.16657197,0.5391988,0.49633324,0.17000727,0.15147631
968.0,0.4,0.4875,0.16583124,0.19724667,0.5671804,0.5959421,0.16936675,0.15145864,0.5469242,0.5211114,0.16224395,0.15273096
418.0,0.375,0.425,0.147902,0.13919412,0.45699945,0.41151905,0.18171006,0.1722283,0.5571102,0.53329194,0.16855907,0.15742141
171.0,0.8125,0.85,0.13975425,0.093541436,0.77027273,0.8359447,0.16960935,0.1047676,0.7445082,0.8072596,0.16516076,0.12609246
32.0,0.3875,0.575,0.15258195,0.12747549,0.5812456,0.54275286,0.17721124,0.16024244,0.5572791,0.5312085,0.17110236,0.15508685
869.0,0.5125,0.45,0.1807104,0.12747549,0.64840525,0.62364364,0.15749921,0.14301088,0.540005,0.5068076,0.1514869,0.15158361
486.0,0.575,0.375,0.21794495,0.1677051,0.44572055,0.4099072,0.17682588,0.16868554,0.54289854,0.5114983,0.16864933,0.15069585
791.0,0.7125,0.7875,0.14842927,0.097628124,0.7333741,0.7760317,0.15816996,0.1169513,0.56941617,0.54849255,0.17002696,0.14370167
535.0,0.7875,0.7625,0.080039054,0.06731456,0.69277793,0.7608884,0.16534789,0.11307262,0.6474986,0.6836151,0.16032696,0.12859103
579.0,0.225,0.2625,0.108972475,0.24653853,0.4571149,0.4027025,0.17302231,0.16402005,0.5362754,0.509943,0.16142152,0.15342622
217.0,0.575,0.6125,0.16955826,0.1625,0.6136749,0.6025077,0.16315642,0.15455694,0.59473395,0.59318495,0.14683025,0.13003314
548.0,0.55,0.45,0.2384848,0.16007811,0.3697229,0.31162354,0.16256344,0.14645307,0.5032374,0.46847942,0.15610142,0.14380515
625.0,0.65,0.75,0.093541436,0.07905694,0.7212175,0.7220174,0.15686452,0.14124656,0.70302755,0.74528176,0.16998455,0.12525636
913.0,0.275,0.35,0.22220486,0.20766559,0.3652868,0.31743973,0.15430611,0.13700521,0.42934233,0.3834837,0.16406214,0.15343449
678.0,0.8625,0.7875,0.103832796,0.057282194,0.6932881,0.7238083,0.17640868,0.1324113,0.6284811,0.63522637,0.16728155,0.14442226
71.0,0.5875,0.7625,0.2168669,0.103832796,0.62992275,0.6877596,0.16063008,0.12338204,0.62447,0.6671156,0.16538893,0.13496839
974.0,0.5875,0.625,0.1375,0.1118034,0.5444486,0.5210027,0.1838851,0.17463477,0.601086,0.58184934,0.17059624,0.15314125
479.0,0.3875,0.225,0.15258195,0.16583124,0.41743684,0.3410614,0.16760872,0.15642132,0.44573998,0.37203234,0.16685188,0.15380622
360.0,0.55,0.5875,0.23184046,0.1125,0.48518974,0.44683206,0.18470602,0.16780876,0.5393587,0.5091083,0.16809916,0.15644126
706.0,0.6125,0.4,0.18915932,0.122474484,0.51694846,0.5078709,0.16517946,0.17196359,0.4705259,0.41790178,0.16572517,0.16089588
426.0,0.7125,0.825,0.1125,0.11456439,0.7262549,0.7805729,0.15617716,0.125627,0.6219665,0.623857,0.17046316,0.14867538
470.0,0.85,0.7625,0.093541436,0.13050383,0.6731428,0.6933976,0.16700102,0.14830668,0.64988023,0.6897919,0.16439569,0.14394793
659.0,0.375,0.3875,0.18540496,0.1807104,0.5609731,0.53305084,0.17507787,0.15938716,0.49926907,0.45900854,0.15715784,0.15543567
39.0,0.59090906,0.875,0.12026142,0.15990053,0.7578933,0.7956988,0.15710583,0.1314063,0.6482662,0.6696088,0.17150389,0.14345747
496.0,0.5375,0.6625,0.29606798,0.20953818,0.58886427,0.5538214,0.17305583,0.17677133,0.5676201,0.5433434,0.16404366,0.14751182
46.0,0.575,0.8375,0.225,0.12562345,0.5662378,0.5484837,0.17996211,0.17271836,0.53817016,0.50061274,0.16603547,0.15221909
1.0,0.575,0.4,0.16007811,0.15612495,0.4718396,0.4418394,0.17138208,0.1677943,0.52732414,0.5110722,0.15603013,0.14677465
801.0,0.2875,0.3375,0.12562345,0.17721808,0.36039388,0.3096781,0.15348612,0.14721783,0.5129945,0.47251114,0.1591243,0.16660596
412.0,0.4375,0.5,0.1605654,0.21650635,0.52091646,0.4612466,0.17437935,0.17116855,0.5580117,0.53636307,0.1618492,0.15365434
919.0,0.7375,0.6,0.103832796,0.075,0.60063773,0.62462646,0.18227284,0.14193615,0.64542043,0.68591714,0.17437632,0.14184126
331.0,0.8,0.85,0.19525625,0.122474484,0.7022177,0.79181606,0.17682357,0.08628209,0.64738274,0.6688243,0.15530577,0.12381707
385.0,0.75,0.825,0.1677051,0.08291562,0.73518103,0.7912413,0.17051491,0.11402469,0.66878486,0.6928065,0.16921656,0.14159977
731.0,0.7,0.6875,0.16955826,0.20348525,0.5925537,0.565733,0.18552575,0.17123437,0.6097459,0.6156576,0.17700027,0.16579278
137.0,0.7,0.7625,0.21065374,0.23351927,0.6733012,0.7008545,0.17542762,0.13661279,0.590613,0.5789005,0.16048883,0.1525424
736.0,0.4125,0.4875,0.1375,0.17184658,0.59133995,0.6049331,0.17926666,0.16209559,0.6149564,0.63103586,0.16752148,0.15100138
132.0,0.7125,0.85,0.15860721,0.122474484,0.7430461,0.79786617,0.14974733,0.113230266,0.69150805,0.73262507,0.16584316,0.13641228
639.0,0.6875,0.775,0.15051994,0.26692694,0.62755185,0.6136564,0.17583136,0.15357228,0.61986864,0.6188393,0.16479808,0.13102686
54.0,0.775,0.875,0.13462912,0.1118034,0.6305723,0.6589471,0.16700034,0.13123174,0.5388623,0.5344417,0.15036865,0.13406056
428.0,0.5625,0.4875,0.20348525,0.1625,0.48230135,0.4253598,0.17204395,0.16496913,0.50103414,0.4699524,0.15976104,0.14908612
715.0,0.525,0.325,0.122474484,0.16007811,0.50627464,0.48255622,0.1826093,0.17730007,0.48337144,0.44733128,0.16082802,0.14439592
423.0,0.65,0.8875,0.22912878,0.1419727,0.7118795,0.7934718,0.16283877,0.103620015,0.6553502,0.68309325,0.16188349,0.13423294
172.0,0.625,0.6375,0.147902,0.1807104,0.47531658,0.43050542,0.17897436,0.17027783,0.5270899,0.5191841,0.160281,0.14715049
809.0,0.65,0.1875,0.22220486,0.10077822,0.35697716,0.30596054,0.15422869,0.13497885,0.43376505,0.38137028,0.16279055,0.15777144
922.0,0.7375,0.7625,0.1419727,0.117924765,0.7147619,0.7467226,0.15222326,0.11855114,0.5644232,0.54991215,0.17134205,0.15918683
413.0,0.675,0.575,0.19525625,0.16007811,0.627499,0.7030158,0.1678172,0.11523364,0.6277235,0.6412739,0.16712935,0.14461987
539.0,0.65,0.6125,0.13462912,0.19724667,0.5034678,0.46572033,0.18281974,0.1751678,0.56571233,0.54506403,0.16824202,0.15522712
90.0,0.4875,0.65,0.21972995,0.15612495,0.7201477,0.7574997,0.16812442,0.11995586,0.6983509,0.74853486,0.16141328,0.12757401
