song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
68,0.575,0.65,0.225,0.145773797371,0.6957272727272596,0.7916590909091002,0.16305083173267199,0.123897334978914,0.6809886363636402,0.7768409090909099,0.17027762437908503,0.1282513824060959
176,0.65,0.7125,0.122474487139,0.17721808598400002,0.6843068181818199,0.7200681818181799,0.15556963425560194,0.13287143886259897,0.6653409090909098,0.6755852272727298,0.15217947019251601,0.13619941242120093
294,0.55,0.7,0.195256241898,0.12747548784,0.7507045454545398,0.8549886363636402,0.15282017776674595,0.10672641709047793,0.7299318181818097,0.8349886363636397,0.15122330383591104,0.1141161858136229
1,0.575,0.4,0.160078105936,0.15612494995999998,0.5107727272727299,0.4734431818181901,0.18039892008026398,0.16558589285918401,0.4918522727272698,0.4393977272727302,0.1745315613891321,0.16037658774492605
688,0.4625,0.4625,0.148429276088,0.1375,0.5108835227272697,0.6384090909090899,0.17728956272835,0.15932927408415895,0.5757500000000001,0.6598750000000002,0.17253460733258,0.15700022823305498
327,0.7375,0.7625,0.1625,0.130503831361,0.6749999999999997,0.7221250000000002,0.16126826509837794,0.14574718731456196,0.6420340909090899,0.6752613636363699,0.16639077548968204,0.1404694328604929
647,0.6125,0.5625,0.18915932438000002,0.139754248594,0.6913068181818202,0.7081022727272801,0.150717918872549,0.13381323972305395,0.6734659090909098,0.6985738636363696,0.16247719799607996,0.1445197050852939
779,0.4125,0.75,0.201943680268,0.11180339887499999,0.5121136363636398,0.4492386363636399,0.1794793111345099,0.16614035424398996,0.5078977272727299,0.4476250000000001,0.17593133477460288,0.157228670092615
979,0.5125,0.3625,0.171846588561,0.130503831361,0.5558124999999997,0.6583750000000002,0.1762719683648519,0.16219989904937093,0.5752007575757666,0.68842045454546,0.1788685730257076,0.14788381818138735
562,0.6875,0.7375,0.1875,0.130503831361,0.35802272727272993,0.36729545454546,0.16659474992111292,0.167703596882879,0.4077727272727302,0.40893181818182,0.17541826659755597,0.16971343429868102
