song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
58.0,0.25,0.2625,0.15811388,0.15258195,0.44798502,0.38708055,0.16730922,0.16650909,0.49946567,0.47165045,0.20456633,0.15309648
342.0,0.6875,0.75,0.20348525,0.125,0.56375027,0.5353339,0.16916041,0.1722543,0.60566354,0.6114049,0.17076558,0.12427585
331.0,0.8,0.85,0.19525625,0.122474484,0.6801982,0.7320607,0.1600732,0.13853918,0.675332,0.74607974,0.15478027,0.12879136
394.0,0.675,0.75,0.16007811,0.13693064,0.6491631,0.67578274,0.15077971,0.13405699,0.6875217,0.731055,0.16108477,0.11828441
389.0,0.3625,0.225,0.23351927,0.15612495,0.406723,0.30317184,0.17902668,0.16206726,0.44476187,0.37657964,0.20712604,0.15900064
142.0,0.625,0.6,0.13693064,0.122474484,0.5513461,0.49784812,0.14504623,0.15567376,0.5932799,0.58850026,0.15770173,0.14250077
33.0,0.75,0.6375,0.18540496,0.1625,0.6602524,0.67348224,0.15332335,0.14879018,0.67214185,0.7315341,0.15722483,0.12201274
152.0,0.725,0.825,0.20766559,0.12747549,0.72672004,0.7511811,0.13240135,0.12071554,0.7161859,0.7663687,0.15521976,0.126267
39.0,0.59090906,0.875,0.12026142,0.15990053,0.73081934,0.76452506,0.1603345,0.12702207,0.66447264,0.7125938,0.15429765,0.11510512
518.0,0.5125,0.425,0.15258195,0.15,0.46401146,0.38275596,0.17656392,0.17707224,0.5276604,0.47879142,0.19436634,0.15550347
452.0,0.7375,0.65,0.15258195,0.122474484,0.61459506,0.6376313,0.15223122,0.13858715,0.653293,0.69743294,0.16613111,0.1298766
560.0,0.5125,0.6625,0.3134984,0.18582585,0.60700476,0.61104494,0.15169504,0.14923811,0.7014575,0.7461251,0.16121504,0.11992208
161.0,0.7125,0.8625,0.22395591,0.103832796,0.72415304,0.77979416,0.14853023,0.1222983,0.7302846,0.7855708,0.15700951,0.12174857
870.0,0.5625,0.65,0.2452677,0.15612495,0.56174946,0.57499003,0.16334613,0.15214787,0.662454,0.7028236,0.16799903,0.114773236
211.0,0.65,0.65,0.20766559,0.075,0.65969604,0.6766136,0.1493916,0.14018722,0.6892306,0.7360553,0.16053003,0.12734292
42.0,0.6,0.7625,0.175,0.17184658,0.67960376,0.71297956,0.15192822,0.13551587,0.6880897,0.72823787,0.16623193,0.12608902
638.0,0.775,0.775,0.093541436,0.122474484,0.6655468,0.6802832,0.14633562,0.13907039,0.6704958,0.6912358,0.15708631,0.13687426
937.0,0.5875,0.6,0.20953818,0.21505813,0.65732455,0.70432305,0.15564023,0.13485955,0.67123103,0.7117794,0.15316236,0.118796915
624.0,0.55,0.575,0.23184046,0.17853571,0.709376,0.70177853,0.16023163,0.14146164,0.6568765,0.7175072,0.15115428,0.1252919
924.0,0.65,0.6125,0.24238399,0.117924765,0.5818451,0.5730642,0.12043511,0.1445427,0.64136976,0.6656794,0.16829872,0.12656567
789.0,0.125,0.35,0.125,0.26100767,0.37845117,0.29375914,0.179778,0.15114342,0.43622467,0.371964,0.20833452,0.15659288
646.0,0.7875,0.8625,0.080039054,0.06731456,0.6367112,0.6235126,0.15784483,0.15992036,0.6921087,0.7428223,0.1529856,0.116216294
411.0,0.6375,0.175,0.2875,0.11456439,0.42363188,0.38944072,0.14947297,0.1675883,0.5191307,0.478939,0.19259855,0.136019
577.0,0.575,0.6375,0.17853571,0.103832796,0.6293882,0.6467636,0.15249668,0.14804497,0.69211537,0.74701154,0.14225855,0.12701029
81.0,0.7,0.6125,0.12747549,0.15258195,0.66624993,0.6566592,0.14932427,0.13673049,0.6710791,0.7196765,0.14480993,0.1191386
654.0,0.875,0.8875,0.1118034,0.103832796,0.5811067,0.5816903,0.16882816,0.15481207,0.66403943,0.72243613,0.15139303,0.123835355
298.0,0.7375,0.725,0.1807104,0.1457738,0.66088605,0.69069475,0.1540097,0.14172117,0.6882932,0.76077175,0.14239445,0.12657842
420.0,0.55,0.775,0.15,0.175,0.5524818,0.53284305,0.1649664,0.16519614,0.67626846,0.722146,0.16144204,0.12148267
880.0,0.5375,0.675,0.20194368,0.2384848,0.5490202,0.53666204,0.16885348,0.16772176,0.60449696,0.6192919,0.17911106,0.13362367
784.0,0.35,0.45,0.18371174,0.21065374,0.43124574,0.35743257,0.18104902,0.16611893,0.51361203,0.48369673,0.18750036,0.16933805
710.0,0.775,0.7875,0.1457738,0.20953818,0.65440595,0.67732954,0.16599716,0.15242575,0.6479069,0.6870852,0.1627855,0.12199652
969.0,0.175,0.5125,0.16955826,0.2875,0.5547571,0.5234255,0.16962977,0.1589019,0.65661174,0.6922934,0.16166303,0.12399149
313.0,0.6625,0.5375,0.097628124,0.1375,0.5942638,0.59789795,0.15739042,0.13863073,0.60752445,0.599602,0.15678427,0.13735656
263.0,0.35,0.4125,0.1457738,0.097628124,0.48415205,0.40177742,0.16864137,0.17579241,0.51075006,0.48315632,0.17648754,0.16464384
739.0,0.6875,0.6875,0.17897277,0.11524431,0.6485925,0.6759521,0.1523276,0.14260219,0.6967119,0.7366924,0.1587632,0.1185494
109.0,0.7875,0.8,0.097628124,0.12747549,0.5976814,0.6016345,0.154184,0.15239087,0.6600446,0.682295,0.16680014,0.12913845
681.0,0.7,0.8,0.13919412,0.08291562,0.7280175,0.7483641,0.14427379,0.12250163,0.7068523,0.76556706,0.1492109,0.12163006
50.0,0.5875,0.8375,0.20194368,0.1375,0.67174596,0.6999019,0.14840744,0.13952371,0.6911498,0.76600355,0.14558613,0.11477054
801.0,0.2875,0.3375,0.12562345,0.17721808,0.45953757,0.36605123,0.17056595,0.17350318,0.51075053,0.472774,0.18202385,0.16315903
479.0,0.3875,0.225,0.15258195,0.16583124,0.4347315,0.34271127,0.16899742,0.16692169,0.48794124,0.42253596,0.18996176,0.16347942
871.0,0.65,0.75,0.16583124,0.125,0.6679705,0.7035231,0.16235599,0.14044715,0.67028546,0.7204234,0.15841267,0.12266208
779.0,0.4125,0.75,0.20194368,0.1118034,0.6906962,0.7273857,0.15239058,0.1337014,0.68515766,0.7365495,0.1579966,0.1246403
75.0,0.7375,0.9625,0.1807104,0.057282194,0.69576657,0.7404052,0.15805542,0.122576356,0.68346435,0.7228505,0.1399588,0.12404885
943.0,0.4875,0.625,0.117924765,0.1677051,0.42781878,0.32736024,0.19944656,0.16391355,0.506205,0.47998944,0.18511647,0.16873518
446.0,0.4875,0.425,0.2125,0.17853571,0.5470741,0.57137984,0.14633177,0.1439335,0.6203262,0.6546117,0.17342469,0.12198772
775.0,0.475,0.3375,0.16583124,0.14842927,0.45237878,0.4322426,0.16021311,0.1631391,0.5992945,0.61681104,0.18667561,0.1380082
643.0,0.5875,0.55,0.1681703,0.12747549,0.49939704,0.43821293,0.14465517,0.16654354,0.5772057,0.56477505,0.16035867,0.14498311
676.0,0.475,0.55,0.13462912,0.11456439,0.53788704,0.50409836,0.15510677,0.16650228,0.64271307,0.6565555,0.14849108,0.13235143
160.0,0.8125,0.825,0.08385255,0.1,0.694223,0.7310964,0.14694025,0.12126018,0.6860362,0.7410512,0.15537101,0.11599488
49.0,0.7125,0.7875,0.14842927,0.080039054,0.6750415,0.7129205,0.14842872,0.13321856,0.694937,0.76932454,0.15042591,0.12091398
32.0,0.3875,0.575,0.15258195,0.12747549,0.6026465,0.5909314,0.16881324,0.17568062,0.633549,0.6451188,0.17384377,0.13446572
815.0,0.3125,0.2875,0.20348525,0.14842927,0.42944443,0.35697666,0.19236043,0.16649608,0.45494413,0.42943874,0.20375314,0.14316434
482.0,0.5681818,0.5568182,0.20200442,0.21560983,0.55034345,0.55700886,0.17002389,0.16246586,0.6555912,0.7082791,0.15861845,0.117113814
747.0,0.775,0.8,0.15612495,0.12747549,0.6602139,0.68813086,0.14580773,0.13318025,0.70365894,0.74827826,0.15565354,0.123421215
828.0,0.6,0.65,0.13462912,0.15612495,0.5332359,0.49795666,0.15689485,0.16810061,0.67039204,0.7305128,0.1580843,0.123899214
672.0,0.4625,0.55,0.20194368,0.20310096,0.48435476,0.41681138,0.15947482,0.1658637,0.5240508,0.4794587,0.17178008,0.16133055
506.0,0.375,0.275,0.15811388,0.1457738,0.4471858,0.37536126,0.17965817,0.16198169,0.4732361,0.43645447,0.19381201,0.16896857
615.0,0.675,0.7375,0.11456439,0.103832796,0.61043406,0.609035,0.15128283,0.15623236,0.69276065,0.7545071,0.15064311,0.11966136
855.0,0.775,0.875,0.075,0.125,0.72497916,0.74735034,0.14966227,0.11959213,0.6760434,0.7110182,0.16464704,0.12218746
555.0,0.6875,0.7625,0.20348525,0.103832796,0.63481534,0.64497775,0.1568606,0.13378407,0.648919,0.66903967,0.13906398,0.13546272
221.0,0.7,0.8125,0.18708287,0.08385255,0.7142501,0.7603745,0.15468544,0.12660804,0.69956684,0.7673184,0.14981636,0.122091405
741.0,0.425,0.475,0.19525625,0.24874686,0.48397145,0.40670463,0.16025798,0.17240529,0.53884053,0.49671125,0.16831148,0.15597501
19.0,0.75,0.7625,0.13693064,0.117924765,0.6630907,0.6982577,0.15816231,0.14400744,0.70210177,0.7467882,0.1608958,0.12028596
571.0,0.725,0.6625,0.093541436,0.1375,0.5935551,0.6065819,0.14744161,0.14644055,0.6785606,0.73913413,0.15848857,0.12227145
639.0,0.6875,0.775,0.15051994,0.26692694,0.62394685,0.62626374,0.15464896,0.13856405,0.6687147,0.6817519,0.16423032,0.12697957
366.0,0.2875,0.2625,0.1681703,0.15258195,0.42110866,0.3522656,0.18890955,0.15943684,0.5239842,0.4962985,0.18911812,0.15735848
