song_id,gt_valence_mean,gt_arousal_mean,gt_valence_std,gt_arousal_std,mixed_valence_mean,mixed_arousal_mean,mixed_valence_std,mixed_arousal_std,sep_valence_mean,sep_arousal_mean,sep_valence_std,sep_arousal_std
152.0,0.725,0.825,0.20766559,0.12747549,0.73905027,0.779707,0.14737184,0.13641964,0.6821974,0.760664,0.16575208,0.10924322
499.0,0.825,0.8625,0.1,0.06731456,0.6212677,0.67090863,0.16997455,0.14457606,0.6471863,0.7251332,0.15947065,0.1266476
946.0,0.4,0.425,0.24874686,0.2512469,0.46351174,0.46532455,0.1886774,0.17580073,0.377271,0.3644954,0.14877024,0.122438826
806.0,0.725,0.6125,0.175,0.17184658,0.43207526,0.41922006,0.17672737,0.16937923,0.37672102,0.33520368,0.1787346,0.1499217
836.0,0.7875,0.8875,0.12562345,0.103832796,0.7231891,0.770287,0.14771987,0.13058923,0.6733561,0.75245297,0.15889952,0.12920947
146.0,0.7375,0.6625,0.06731456,0.15860721,0.6053317,0.64606655,0.16610041,0.16115358,0.5260623,0.5582463,0.14155999,0.12671098
166.0,0.575,0.625,0.16955826,0.23048861,0.6106463,0.6420486,0.16310234,0.1618682,0.5381213,0.5534921,0.16694152,0.16003604
452.0,0.7375,0.65,0.15258195,0.122474484,0.5449785,0.5645853,0.17629099,0.18132533,0.479552,0.48681232,0.15848854,0.15997347
576.0,0.7125,0.7125,0.12562345,0.1681703,0.6422894,0.6910451,0.16480511,0.15372618,0.52302605,0.5526565,0.17187911,0.15253596
490.0,0.6875,0.825,0.17897277,0.18708287,0.6855064,0.73328984,0.160582,0.14186321,0.51399624,0.54378164,0.16209996,0.14922878
153.0,0.65,0.675,0.122474484,0.1,0.59641975,0.63641775,0.16258022,0.15736178,0.49872708,0.53821963,0.15686616,0.14489442
469.0,0.7125,0.7125,0.1125,0.097628124,0.61015975,0.6278584,0.1707427,0.16189112,0.67542315,0.7612967,0.16426656,0.11327985
931.0,0.5,0.4375,0.1118034,0.11524431,0.4287672,0.41009963,0.1779666,0.17907406,0.33898738,0.2859881,0.1722284,0.120245
106.0,0.675,0.7,0.13919412,0.16007811,0.6636466,0.70585334,0.15215458,0.15246323,0.57144344,0.62124795,0.15551358,0.12655748
