song_id,kl_mixed,kl_sep
861.0,0.083372235,0.11737871
708.0,0.41536927,0.3477161
285.0,2.1474166,0.63013995
650.0,2.6442845,1.8741977
905.0,1.0986743,0.49927998
468.0,3.4316125,3.0880194
192.0,6.5420456,5.357354
659.0,1.4754915,1.4773815
492.0,8.130277,6.6074576
965.0,7.5492935,5.25263
191.0,0.6186583,1.7858913
981.0,1.727848,1.5638957
138.0,0.8750057,0.99743485
510.0,2.4410253,2.07777
525.0,4.2528086,7.8991604
732.0,0.82612395,2.076815
407.0,0.57651293,0.556236
907.0,0.2728908,0.049864292
231.0,2.7063298,3.0559473
436.0,2.7293468,2.6964839
889.0,3.208665,3.037969
555.0,2.3661683,1.217243
257.0,5.0812044,5.321861
440.0,2.8579943,2.3880484
715.0,5.6595383,3.7220845
865.0,0.62661934,0.8718904
793.0,0.7050129,1.7504616
341.0,0.16532421,0.3290999
569.0,0.3323263,0.24180865
302.0,6.273441,4.7528424
683.0,1.8746407,2.045002
757.0,1.3447881,0.86479175
310.0,3.6409106,5.411966
863.0,4.2308106,3.0168576
853.0,1.2316098,1.6490989
881.0,2.7121875,2.4355028
580.0,1.1115749,0.39662933
794.0,1.6497278,0.73399353
221.0,0.51314604,0.53449595
906.0,9.662387,10.609365
353.0,1.448214,0.80847263
869.0,0.2828915,0.4773922
20.0,0.9041234,0.29059768
452.0,0.1850543,0.33864808
730.0,1.4080207,0.90794826
420.0,3.2013612,2.0893738
934.0,0.6641071,0.6238835
381.0,4.1152444,2.8883026
950.0,0.07966852,0.097429276
431.0,1.7768607,1.6243134
577.0,0.20913076,0.32086778
10.0,0.63559914,0.48844242
28.0,1.454257,2.346915
463.0,1.8653655,1.1641848
128.0,0.1483798,0.3914225
971.0,1.336163,1.139389
699.0,0.5842973,0.51271045
4.0,6.616547,8.891043
61.0,12.777766,11.413177
135.0,2.6490402,2.1699297
450.0,2.6671329,3.1490383
602.0,0.15857124,0.3783617
515.0,0.9831741,1.1538417
137.0,1.4537988,1.0816815
249.0,0.41207552,0.18740845
623.0,0.24824989,0.33743262
945.0,1.1152067,1.0005066
478.0,1.1385169,1.2887836
348.0,7.6375303,6.0448337
94.0,3.6325207,3.425756
698.0,8.447715,6.5067005
855.0,4.2583413,4.875516
370.0,2.9748151,1.9720705
171.0,1.7613184,1.0630741
31.0,1.1268907,0.71873
106.0,0.24332726,0.13438022
953.0,2.88846,4.027782
439.0,6.96076,6.0791497
608.0,0.5912683,0.31583226
275.0,8.647272,5.658565
157.0,1.0418229,0.83887625
142.0,0.9641628,0.67491627
692.0,1.0252595,0.31709695
992.0,0.48041296,0.48600936
356.0,0.3145752,1.1770477
675.0,1.6598401,2.0970488
326.0,0.09328854,0.1480918
184.0,0.5088959,0.6116276
562.0,0.09900129,0.20466113
304.0,1.0167036,1.3063285
613.0,2.5956593,1.1861806
751.0,0.60754347,1.0655615
40.0,7.1773148,5.7358904
73.0,0.5034677,0.91893077
903.0,0.6972587,0.32818186
941.0,1.6046593,1.832274
564.0,3.780466,4.6332235
14.0,0.44042277,0.3116206
758.0,0.8882489,0.730314
645.0,0.88589,1.5018487
626.0,2.992436,1.8303075
90.0,0.36959374,0.6932883
915.0,0.6334505,0.2507527
964.0,2.8679674,2.193127
445.0,2.5693989,2.322132
461.0,0.48981774,0.6896955
911.0,1.4003246,1.2343986
627.0,0.4298185,0.41821837
948.0,3.4438248,4.6995296
252.0,3.6931868,3.5210118
635.0,0.7359023,0.75465417
868.0,0.61062074,0.71171665
364.0,0.4093579,0.5693383
969.0,2.7649264,2.6260262
539.0,2.1975896,2.5930796
204.0,1.5188615,1.1506302
703.0,1.5068686,1.9009213
196.0,0.54154885,0.44494772
443.0,0.2271769,0.038202763
273.0,0.22967947,0.30114102
149.0,11.97547,13.252725
405.0,3.0149431,2.1878102
615.0,0.55193937,0.63830996
476.0,3.503533,3.7043343
827.0,0.983487,1.0320585
306.0,1.2948334,0.7589712
908.0,0.46335626,0.6859405
820.0,2.1569107,2.0016158
957.0,2.1800325,2.8738184
470.0,0.62812316,0.9022138
186.0,1.2403193,1.1422768
409.0,4.150023,4.9443893
824.0,9.017218,8.249301
541.0,6.308811,4.5255704
482.0,5.427795,4.6336374
697.0,1.3626132,0.689641
98.0,0.06936896,0.1123209
421.0,1.1675141,1.2348225
241.0,1.8690252,0.40321016
150.0,0.4409207,0.27150202
631.0,1.9590516,1.9401064
913.0,0.77237535,0.69068575
606.0,0.50350356,0.89062965
726.0,0.37610185,0.1469469
520.0,4.2775855,5.6804733
397.0,0.19955492,0.106791615
233.0,0.32591724,0.46072173
521.0,0.34867203,0.26559722
594.0,2.0681229,1.6229563
487.0,0.33695412,0.49086785
636.0,0.2869289,0.2738943
653.0,0.3744917,0.27689576
189.0,2.4144492,3.2718754
442.0,0.9244808,0.26405907
