song_id,kl_mixed,kl_sep
329.0,0.3700055,2.777896
574.0,0.215698,1.2696347
197.0,1.9886589,1.943795
342.0,0.1293627,0.6882323
638.0,0.3799014,0.33430135
746.0,1.1609018,0.9841523
978.0,0.6945374,0.25117612
950.0,0.23433173,0.19063437
770.0,0.101905346,0.10530901
966.0,0.31796384,0.30656457
409.0,0.6219592,1.1920819
441.0,1.2762623,0.37867415
297.0,0.82116413,0.95093393
47.0,3.222548,0.7683667
23.0,0.2973199,0.17397785
372.0,3.4653168,3.320403
844.0,0.06821799,0.3945186
188.0,6.19628,1.8670106
280.0,0.52713966,2.7843986
935.0,1.5480852,0.9819579
423.0,0.45765543,0.75680375
333.0,0.10874462,0.1419015
69.0,0.33412862,0.63684094
562.0,0.15053988,0.024541974
300.0,1.4734914,1.0934701
668.0,0.10267496,0.29888105
461.0,1.2968638,1.0661168
179.0,2.9575853,2.6186543
607.0,1.1628203,0.32795537
54.0,0.561864,1.4729104
381.0,1.5496402,1.0514159
600.0,0.7409878,0.63249326
722.0,0.83045673,0.583524
334.0,0.48941267,0.27298605
136.0,0.22606885,0.17648184
767.0,3.619152,1.4640801
516.0,0.8087194,1.2852464
676.0,2.1112561,1.6236963
431.0,0.43330204,0.52563775
765.0,0.49674928,0.5909616
158.0,0.4383223,1.3659151
49.0,0.13933337,0.39721382
210.0,0.061475158,0.37669992
760.0,0.1658057,0.25821137
305.0,0.47101355,2.3015459
465.0,1.7949362,1.6823008
984.0,0.39531517,1.138196
648.0,0.6588197,0.47135794
454.0,0.21891224,0.8295288
403.0,0.45395517,0.94204617
432.0,0.6031835,0.6007645
839.0,0.14119244,0.27881646
536.0,0.2260518,0.9190599
282.0,2.6560907,0.118425965
837.0,0.11378348,0.5895698
590.0,3.173871,0.5400958
147.0,0.17632687,0.23130679
433.0,0.47309995,2.166898
476.0,1.1316409,1.2760103
970.0,0.6538203,0.39581716
857.0,4.669632,2.587806
65.0,0.72516847,0.7506685
104.0,0.82926726,2.1956158
469.0,0.21699262,0.31252694
563.0,0.14208794,0.124358654
238.0,0.18444979,0.24839664
50.0,0.6996665,0.41256714
739.0,0.52101946,0.19050205
347.0,3.7982774,2.2635243
204.0,0.31597757,0.55664515
932.0,0.18829966,0.3889253
148.0,2.2842522,0.41395152
697.0,0.52318645,0.64319
729.0,1.8637645,1.232513
106.0,0.7279241,0.19694257
170.0,1.0683556,1.0180087
959.0,1.6112883,1.2225533
561.0,0.5089612,1.8185997
821.0,0.09508479,0.912529
336.0,0.2564125,0.40062165
728.0,1.6884215,2.2005758
307.0,1.0928879,1.1030366
657.0,0.87058616,0.3967271
865.0,0.6555692,2.6638515
752.0,1.4819069,1.5972431
525.0,2.2914672,3.2926521
911.0,0.41511786,1.0548651
292.0,1.3823564,2.2176597
962.0,6.658347,3.7713833
713.0,0.69716835,0.110462785
115.0,0.16707838,1.2470946
449.0,1.2285671,0.20926118
219.0,0.12612236,0.6474149
651.0,0.66603684,1.8812709
524.0,2.5224476,1.2230799
774.0,0.30403638,0.3220762
693.0,3.3368983,1.4754686
580.0,0.06281841,1.1823702
200.0,0.3244555,0.31466854
743.0,0.091976166,0.52982485
452.0,0.6140491,0.34548676
603.0,0.29509687,0.032357454
457.0,0.76655865,0.9091003
685.0,0.920727,0.58258414
192.0,2.4923873,2.3080466
244.0,0.9737458,2.1122413
716.0,0.47734404,0.6612992
25.0,0.21211505,1.0531528
828.0,0.24698567,0.088593006
578.0,2.178879,0.6246815
444.0,0.22194147,0.54418135
389.0,1.3769658,1.4585724
789.0,2.2022965,2.7646422
587.0,0.5696633,1.1435409
455.0,0.37060475,1.1419864
630.0,0.6701937,1.236156
140.0,0.97220695,0.21052337
671.0,1.633538,0.8331146
999.0,0.14636695,0.8701012
38.0,0.2765385,1.7539744
717.0,1.1713543,0.83492494
659.0,4.459989,1.6746049
72.0,0.36754823,0.4343381
597.0,0.39311814,0.6122215
202.0,0.45795608,1.2163715
319.0,0.6478375,0.472162
537.0,0.15609324,0.3460132
51.0,0.20430124,0.5001104
504.0,0.45015955,0.49869013
28.0,2.1720572,1.1471562
974.0,0.1752994,0.11711788
314.0,0.41841805,0.15230608
435.0,1.2721872,1.706918
263.0,2.0973208,1.5359871
708.0,0.15234923,0.17443132
327.0,0.06331313,0.41922832
500.0,3.412407,1.3372271
909.0,0.13594055,0.43724132
796.0,2.735209,1.2978306
123.0,2.4951231,3.710054
824.0,0.5282471,1.147758
979.0,0.8084978,0.33389127
492.0,0.3130219,0.9543052
623.0,0.041808724,0.7531202
971.0,0.44796205,0.3334005
9.0,9.9955435,2.530823
895.0,0.81969917,0.5382935
850.0,0.4032917,0.71374846
643.0,0.44991755,0.22299743
861.0,0.17287779,0.5447383
818.0,3.3724465,3.6810675
180.0,0.66798925,0.92295384
692.0,0.99727225,0.17357469
481.0,0.4845866,0.13096547
